Time,CO2,th02Temp,humidity,bmp280Temp,pressure,altitude,lux,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,gps_lat,gps_lon,gps_alt
2018-10-25T18:49:58,246.00,28.05,6.62,30.62,50902.33,5443.23,710.03,0.14,-0.07,0.87,-1.13,-5.35,-3.43,38.072330,-121.265060,4339.10
2018-10-25T18:49:59,246.00,28.04,6.75,30.60,50871.84,5447.65,820.79,0.16,-0.13,1.01,-1.90,-3.84,-4.21,38.072299,-121.265007,4339.10
2018-10-25T18:50:1,246.00,28.03,6.80,30.57,50841.21,5452.10,1239.46,0.14,-0.07,0.99,-1.87,-2.78,-4.63,38.072212,-121.264884,4339.10
2018-10-25T18:50:2,246.00,27.99,6.80,30.54,50787.90,5459.87,1125.35,0.16,-0.07,1.06,-1.33,-4.28,-4.14,38.072154,-121.264808,4339.10
2018-10-25T18:50:4,246.00,27.97,6.81,30.53,50740.16,5466.47,885.65,0.16,-0.04,0.92,0.30,-4.89,-3.69,38.072055,-121.264610,4339.10
2018-10-25T18:50:5,246.00,27.94,6.84,30.51,50689.39,5474.23,1179.53,0.15,-0.07,0.88,2.35,-2.59,-4.02,38.072013,-121.264503,4339.10
2018-10-25T18:50:7,245.00,27.93,6.87,30.50,50662.47,5478.15,1313.37,0.16,-0.07,0.93,2.21,-1.35,-4.29,38.071914,-121.264274,4339.10
2018-10-25T18:50:8,245.00,27.94,6.94,30.52,50608.86,5485.98,1247.30,0.13,-0.06,0.90,2.68,-1.78,-3.94,38.071868,-121.264160,4339.10
2018-10-25T18:50:10,245.00,27.94,7.00,30.51,50580.08,5490.17,964.73,0.14,-0.08,0.88,2.17,-3.63,-3.74,38.071788,-121.263954,4339.10
2018-10-25T18:50:11,244.00,27.92,7.05,30.47,50547.60,5494.93,1054.22,0.13,-0.11,0.94,0.50,-3.69,-4.35,38.071743,-121.263847,4339.10
2018-10-25T18:50:13,244.00,27.89,7.05,30.44,50521.67,5499.08,1324.14,0.13,-0.08,0.99,1.11,-2.64,-4.53,38.071617,-121.263648,4339.10
2018-10-25T18:50:15,244.00,27.83,7.03,30.38,50469.94,5506.30,1090.28,0.12,-0.05,0.92,0.99,1.47,-4.09,38.071491,-121.263458,4339.10
2018-10-25T18:50:17,243.00,27.81,7.00,30.39,50414.21,5514.45,969.06,0.08,-0.02,1.02,-3.58,-0.86,-4.19,38.071456,-121.263290,4339.10
2018-10-25T18:50:19,243.00,27.78,7.03,30.38,50363.65,5521.87,1411.38,0.14,-0.07,0.97,-1.40,-3.17,-4.59,38.071372,-121.263175,5831.70
2018-10-25T18:50:21,243.00,27.78,7.05,30.35,50311.28,5529.55,1041.80,0.16,-0.05,1.02,-1.47,-4.74,-3.85,38.071292,-121.263031,5831.70
2018-10-25T18:50:22,243.00,27.72,7.05,30.31,50250.67,5538.45,1116.94,0.15,-0.13,1.09,1.06,-2.77,-4.54,38.071231,-121.262924,5831.70
2018-10-25T18:50:24,242.00,27.71,7.09,30.29,50204.68,5545.76,1209.66,0.11,-0.05,1.00,0.91,0.31,-4.58,38.071079,-121.262817,5831.70
2018-10-25T18:50:25,242.00,27.68,7.16,30.26,50153.85,5552.68,1800.89,0.10,-0.11,0.82,-2.67,0.01,-4.47,38.071006,-121.262786,5831.70
2018-10-25T18:50:27,242.00,27.69,7.17,30.29,50118.91,5558.16,1445.15,0.14,-0.01,0.87,-1.75,-3.39,-4.46,38.070865,-121.262695,5831.70
2018-10-25T18:50:28,242.00,27.68,7.18,30.29,50077.77,5563.88,974.80,0.16,-0.02,1.07,1.90,-3.51,-3.97,38.070789,-121.262649,5831.70
2018-10-25T18:50:30,242.00,27.68,7.28,30.27,50037.30,5569.77,626.35,0.14,-0.01,0.97,1.88,-4.64,-3.27,38.070682,-121.262550,5831.70
2018-10-25T18:50:31,241.00,27.64,7.33,30.25,49987.88,5577.13,930.10,0.14,-0.11,0.96,-1.58,-4.36,-4.05,38.070655,-121.262489,5831.70
2018-10-25T18:50:33,241.00,27.64,7.31,30.22,49952.10,5582.98,1101.58,0.11,-0.08,1.00,0.30,-3.63,-4.41,38.070571,-121.262367,5831.70
2018-10-25T18:50:34,241.00,27.61,7.22,30.21,49896.85,5590.58,895.99,0.21,-0.04,0.99,0.61,-4.08,-4.15,38.070514,-121.262344,5831.70
2018-10-25T18:50:36,241.00,27.58,7.16,30.22,49860.85,5596.17,954.57,0.16,-0.09,0.90,-3.43,-3.22,-3.93,38.070423,-121.262290,5831.70
2018-10-25T18:50:37,240.00,27.60,7.08,30.19,49821.99,5601.64,1714.51,0.07,-0.02,0.87,-2.06,0.24,-4.62,38.070392,-121.262252,5831.70
2018-10-25T18:50:39,239.00,27.58,7.03,30.20,49795.60,5606.35,3466.30,0.09,-0.03,0.88,-0.74,0.42,-4.77,38.070312,-121.262176,5831.70
2018-10-25T18:50:40,239.00,27.57,7.01,30.20,49740.65,5613.68,1413.52,0.14,-0.02,1.06,1.73,0.77,-4.16,38.070266,-121.262130,5831.70
2018-10-25T18:50:42,239.00,27.57,6.98,30.17,49692.34,5621.19,1247.92,0.14,-0.09,1.02,2.52,-1.32,-4.08,38.070175,-121.261978,5831.70
2018-10-25T18:50:43,239.00,27.53,6.91,30.15,49631.83,5629.82,1361.08,0.16,-0.07,0.94,1.71,-1.78,-4.50,38.070110,-121.261894,5831.70
2018-10-25T18:50:45,239.00,27.51,6.86,30.12,49576.85,5639.00,1256.05,0.12,-0.06,0.89,1.81,-2.24,-4.39,38.069950,-121.261756,5831.70
2018-10-25T18:50:46,239.00,27.49,6.80,30.12,49522.14,5646.11,1325.06,0.08,-0.08,0.81,2.12,-0.98,-4.31,38.069862,-121.261695,5831.70
2018-10-25T18:50:48,239.00,27.50,6.75,30.11,49506.58,5648.42,1566.07,0.15,-0.06,0.86,-0.54,0.93,-4.60,38.069686,-121.261550,5831.70
2018-10-25T18:50:49,239.00,27.47,6.73,30.10,49463.99,5654.75,1386.16,0.18,-0.02,1.11,-2.93,-1.44,-4.51,38.069599,-121.261482,5831.70
2018-10-25T18:50:51,239.00,27.47,6.76,30.09,49414.36,5662.59,1230.91,0.14,-0.09,1.03,-3.23,-1.93,-4.31,38.069461,-121.261344,5831.70
2018-10-25T18:50:52,239.00,27.44,6.80,30.05,49350.16,5671.71,1469.19,0.14,-0.04,0.86,-2.43,-0.12,-4.58,38.069400,-121.261260,5831.70
2018-10-25T18:50:54,239.00,27.43,6.77,30.05,49307.70,5678.10,3356.04,0.14,-0.03,0.85,0.28,0.69,-4.62,38.069282,-121.261070,5831.70
2018-10-25T18:50:55,238.00,27.42,6.77,30.03,49257.02,5685.60,1373.09,0.11,-0.13,0.90,1.54,-1.08,-4.58,38.069198,-121.260978,5831.70
2018-10-25T18:50:57,238.00,27.40,6.77,30.01,49231.37,5689.43,1289.63,0.09,-0.07,0.94,2.34,-1.63,-4.19,38.069030,-121.260818,5831.70
2018-10-25T18:50:58,238.00,27.38,6.67,30.00,49190.65,5695.52,1048.45,0.13,-0.06,1.03,2.18,-0.14,-4.18,38.068954,-121.260765,5831.70
2018-10-25T18:51:0,238.00,27.36,6.63,29.97,49152.06,5701.76,1208.95,0.13,-0.05,0.84,0.72,1.70,-4.04,38.068828,-121.260643,5831.70
2018-10-25T18:51:1,237.00,27.35,6.58,29.96,49110.12,5707.56,1623.54,0.15,0.02,1.08,-2.80,0.67,-4.26,38.068790,-121.260559,5831.70
2018-10-25T18:51:3,237.00,27.33,6.58,29.94,49063.35,5714.89,2160.71,0.13,0.02,1.08,-1.21,-0.53,-4.89,38.068702,-121.260437,5831.70
2018-10-25T18:51:4,237.00,27.32,6.63,29.93,48981.73,5726.80,1722.97,0.12,-0.07,0.96,1.37,-1.55,-4.63,38.068630,-121.260406,5831.70
2018-10-25T18:51:6,237.00,27.32,6.66,29.95,48928.89,5735.26,950.84,0.12,0.02,0.87,0.25,-4.57,-3.95,38.068462,-121.260337,5831.70
2018-10-25T18:51:7,237.00,27.28,6.67,29.88,48883.14,5741.60,1803.44,0.07,-0.04,0.87,-1.08,0.67,-4.65,38.068397,-121.260307,5831.70
2018-10-25T18:51:9,237.00,27.25,6.64,29.89,48854.25,5745.94,1205.77,0.08,0.02,1.00,2.11,-1.85,-4.31,38.068233,-121.260246,5831.70
2018-10-25T18:51:10,237.00,27.25,6.64,29.89,48802.85,5753.66,1149.34,0.13,0.01,0.96,-1.38,-3.99,-4.31,38.068145,-121.260200,5831.70
2018-10-25T18:51:12,237.00,27.24,6.64,29.84,48759.85,5761.07,1272.63,0.17,-0.09,1.02,-2.79,-1.82,-4.53,38.067970,-121.260070,5831.70
2018-10-25T18:51:13,236.00,27.20,6.62,29.85,48707.56,5768.01,1564.91,0.09,-0.05,0.87,0.88,0.27,-4.61,38.067882,-121.260025,5831.70
2018-10-25T18:51:15,236.00,27.18,6.58,29.80,48665.80,5774.10,1232.30,0.10,-0.12,0.98,2.90,-1.07,-3.85,38.067718,-121.259872,5831.70
2018-10-25T18:51:16,236.00,27.15,6.55,29.77,48613.88,5782.14,1034.70,0.22,-0.11,1.19,1.56,1.25,-3.99,38.067653,-121.259773,5831.70
2018-10-25T18:51:18,236.00,27.13,6.52,29.76,48560.60,5790.48,967.51,0.15,-0.06,0.99,0.09,1.31,-4.41,38.067543,-121.259658,5831.70
2018-10-25T18:51:19,236.00,27.10,6.51,29.77,48491.76,5800.58,994.96,0.16,0.04,1.04,2.48,-1.24,-4.15,38.067493,-121.259628,5831.70
2018-10-25T18:51:21,236.00,27.10,6.51,29.74,48443.40,5807.89,969.67,0.12,-0.02,0.74,0.31,-5.05,-3.54,38.067401,-121.259567,5831.70
2018-10-25T18:51:22,236.00,27.06,6.48,29.72,48399.16,5814.49,909.84,0.12,-0.11,0.96,-3.11,-3.11,-4.15,38.067375,-121.259513,5831.70
2018-10-25T18:51:24,235.00,27.04,6.45,29.69,48360.19,5820.33,1423.72,0.10,-0.11,0.97,-2.35,-2.44,-4.58,38.067329,-121.259422,5831.70
2018-10-25T18:51:25,234.00,27.03,6.43,29.66,48309.21,5828.22,1124.04,0.12,-0.01,0.86,-0.08,-4.58,-4.01,38.067291,-121.259361,5831.70
2018-10-25T18:51:27,234.00,26.99,6.39,29.61,48281.92,5832.16,1182.87,0.18,-0.05,0.99,2.71,-2.50,-3.82,38.067214,-121.259193,5831.70
2018-10-25T18:51:28,234.00,26.99,6.39,29.63,48237.43,5839.63,1208.49,0.19,-0.05,1.06,1.18,0.09,-4.55,38.067176,-121.259117,5831.70
2018-10-25T18:51:30,233.00,26.99,6.42,29.64,48190.54,5847.17,1300.70,0.16,-0.07,0.97,1.61,-0.81,-4.53,38.067073,-121.258964,5831.70
2018-10-25T18:51:31,232.00,26.99,6.50,29.64,48128.43,5855.69,1413.18,0.15,-0.06,0.89,2.12,-2.77,-4.10,38.067001,-121.258880,5831.70
2018-10-25T18:51:33,232.00,26.99,6.55,29.58,48087.84,5861.86,1345.23,0.13,-0.14,0.95,2.12,-0.95,-4.32,38.066841,-121.258689,5831.70
2018-10-25T18:51:35,232.00,26.93,6.53,29.52,48048.23,5867.90,1386.62,0.11,-0.04,0.90,-1.53,0.45,-4.67,38.066673,-121.258590,5831.70
2018-10-25T18:51:36,231.00,26.88,6.47,29.48,47986.89,5877.24,2035.16,0.18,-0.04,0.90,-2.19,0.04,-4.65,38.066585,-121.258544,5831.70
2018-10-25T18:51:38,231.00,26.88,6.47,29.51,47950.88,5882.14,1937.11,0.18,-0.03,0.88,-2.28,-0.64,-4.71,38.066406,-121.258407,5831.70
2018-10-25T18:51:39,230.00,26.88,6.52,29.53,47902.88,5890.06,1644.81,0.13,-0.09,1.01,-1.94,0.69,-4.52,38.066318,-121.258361,5831.70
2018-10-25T18:51:41,230.00,26.88,6.52,29.50,47864.15,5895.69,1378.52,0.09,-0.09,0.97,-0.33,1.27,-4.47,38.066181,-121.258308,5831.70
2018-10-25T18:51:42,230.00,26.85,6.51,29.47,47808.65,5904.46,1915.11,0.13,-0.06,0.93,-3.16,-0.79,-4.40,38.066120,-121.258277,5831.70
2018-10-25T18:51:44,229.00,26.82,6.45,29.43,47772.57,5909.98,977.77,0.12,-0.01,0.78,-0.31,-4.66,-3.95,38.066032,-121.258216,5831.70
2018-10-25T18:51:45,230.00,26.76,6.38,29.42,47740.68,5914.87,1008.08,0.20,-0.02,1.08,2.61,-2.75,-3.83,38.066001,-121.258171,5831.70
2018-10-25T18:51:47,230.00,26.77,6.40,29.42,47703.37,5920.92,1349.22,0.17,-0.05,1.06,2.27,-1.78,-4.25,38.065921,-121.258049,5831.70
2018-10-25T18:51:48,230.00,26.76,6.53,29.43,47643.00,5929.84,1242.89,0.15,-0.05,0.96,0.81,-1.16,-4.81,38.065856,-121.257972,5831.70
2018-10-25T18:51:50,230.00,26.76,6.58,29.40,47601.28,5936.74,1276.58,0.06,-0.06,0.94,1.70,-1.25,-4.53,38.065685,-121.257888,5831.70
2018-10-25T18:51:51,230.00,26.74,6.56,29.40,47554.68,5943.39,1132.92,0.11,-0.06,0.88,1.55,0.68,-4.25,38.065597,-121.257835,5831.70
2018-10-25T18:51:53,230.00,26.74,6.52,29.38,47515.55,5949.18,2457.18,0.14,-0.03,0.87,-1.81,0.18,-4.70,38.065433,-121.257728,5831.70
2018-10-25T18:51:54,229.00,26.71,6.45,29.32,47487.48,5953.72,1328.17,0.18,-0.05,0.95,-2.53,-2.96,-4.41,38.065353,-121.257698,5831.70
2018-10-25T18:51:56,229.00,26.69,6.42,29.31,47460.31,5958.26,946.84,0.18,-0.07,1.06,-2.85,-3.76,-4.00,38.065235,-121.257621,5831.70
2018-10-25T18:51:57,229.00,26.66,6.43,29.31,47412.38,5965.28,1132.22,0.14,-0.03,0.88,-2.97,-3.18,-4.18,38.065193,-121.257568,5831.70
2018-10-25T18:51:59,229.00,26.63,6.45,29.27,47380.87,5970.26,1257.79,0.10,-0.06,1.03,-2.20,-3.40,-4.37,38.065097,-121.257385,5831.70
2018-10-25T18:52:0,228.00,26.62,6.48,29.26,47329.03,5978.12,991.82,0.12,-0.09,0.99,2.32,-1.99,-4.17,38.065029,-121.257301,5831.70
2018-10-25T18:52:2,228.00,26.60,6.47,29.24,47282.37,5985.50,887.36,0.11,-0.06,1.05,0.29,1.26,-4.40,38.064914,-121.257232,5831.70
2018-10-25T18:52:3,228.00,26.59,6.45,29.21,47209.20,5996.62,1510.01,0.09,-0.03,0.85,-3.12,-2.28,-4.39,38.064868,-121.257209,5831.70
2018-10-25T18:52:5,228.00,26.56,6.40,29.19,47170.93,6002.87,1014.48,0.11,-0.06,0.85,1.47,-3.61,-4.12,38.064769,-121.257125,5831.70
2018-10-25T18:52:6,228.00,26.55,6.34,29.18,47133.39,6008.34,1045.93,0.12,0.01,0.98,1.44,0.03,-4.47,38.064712,-121.257110,5831.70
2018-10-25T18:52:8,228.00,26.52,6.34,29.17,47100.72,6013.77,1198.68,0.09,0.01,1.01,1.98,-0.76,-4.39,38.064582,-121.257064,5831.70
2018-10-25T18:52:9,227.00,26.51,6.39,29.14,47055.67,6020.37,1358.19,0.12,-0.00,0.97,1.71,-2.71,-4.33,38.064514,-121.257026,5831.70
2018-10-25T18:52:11,227.00,26.46,6.37,29.12,47017.08,6026.02,1056.26,0.13,0.01,0.99,-0.36,-4.01,-4.33,38.064350,-121.256935,5831.70
2018-10-25T18:52:12,227.00,26.45,6.34,29.12,46976.40,6032.67,1726.31,0.11,-0.08,0.95,-1.66,0.30,-4.69,38.064266,-121.256896,5831.70
2018-10-25T18:52:14,227.00,26.45,6.27,29.09,46938.12,6039.23,1546.35,0.12,-0.07,0.97,2.01,0.05,-4.24,38.064098,-121.256744,5831.70
2018-10-25T18:52:15,226.00,26.38,6.19,29.01,46884.25,6046.97,1131.92,0.13,-0.09,0.94,2.48,-0.27,-4.05,38.064018,-121.256645,5831.70
2018-10-25T18:52:17,226.00,26.34,6.13,28.99,46843.00,6053.67,1122.45,0.14,-0.05,0.91,1.74,0.67,-4.18,38.063884,-121.256446,5831.70
2018-10-25T18:52:19,226.00,26.30,6.11,29.01,46795.18,6060.37,1075.41,0.13,-0.05,0.94,2.36,-0.55,-4.14,38.063770,-121.256233,5831.70
2018-10-25T18:52:20,225.00,26.28,6.13,28.98,46739.94,6069.42,1182.34,0.12,-0.08,0.86,2.05,-3.35,-3.99,38.063720,-121.256118,5831.70
2018-10-25T18:52:22,225.00,26.27,6.13,28.95,46706.35,6074.96,1109.32,0.12,-0.06,0.84,1.79,-3.60,-3.96,38.063625,-121.255905,5831.70
2018-10-25T18:52:23,225.00,26.23,6.12,28.91,46666.87,6080.82,1267.21,0.16,-0.07,0.99,2.10,-2.61,-4.20,38.063575,-121.255790,5831.70
2018-10-25T18:52:25,225.00,26.23,6.09,28.92,46631.09,6086.17,1305.81,0.13,-0.07,0.90,1.91,-2.63,-4.26,38.063457,-121.255577,5831.70
2018-10-25T18:52:26,225.00,26.23,6.12,28.92,46600.18,6091.22,1359.34,0.14,-0.10,0.94,2.49,-1.63,-4.08,38.063388,-121.255462,5831.70
2018-10-25T18:52:28,224.00,26.21,6.19,28.91,46572.10,6096.56,1125.29,0.15,-0.08,1.02,2.34,-0.79,-4.21,38.063259,-121.255249,5831.70
2018-10-25T18:52:29,224.00,26.20,6.27,28.91,46536.62,6101.15,1353.55,0.13,-0.05,0.92,1.55,-1.73,-4.55,38.063190,-121.255142,5831.70
2018-10-25T18:52:31,224.00,26.19,6.37,28.87,46507.04,6105.88,1365.63,0.10,-0.07,1.07,1.92,-2.24,-4.37,38.063030,-121.254966,5831.70
2018-10-25T18:52:32,224.00,26.16,6.44,28.85,46458.27,6113.41,813.72,0.14,-0.05,0.93,3.21,0.06,-3.38,38.062969,-121.254882,5831.70
2018-10-25T18:52:34,223.00,26.15,6.44,28.84,46417.04,6119.82,692.18,0.16,0.01,1.13,1.00,1.29,-4.20,38.062896,-121.254714,5831.70
2018-10-25T18:52:35,223.00,26.10,6.45,28.81,46360.82,6128.68,1740.86,0.16,-0.05,0.92,1.71,-1.37,-4.53,38.062839,-121.254623,5831.70
2018-10-25T18:52:37,223.00,26.09,6.50,28.79,46306.16,6137.37,1391.30,0.12,-0.08,1.03,2.49,-2.87,-3.89,38.062694,-121.254402,5831.70
2018-10-25T18:52:38,223.00,26.05,6.52,28.75,46234.96,6148.43,403.75,0.15,-0.09,0.86,3.51,-3.17,-2.86,38.062652,-121.254295,5831.70
2018-10-25T18:52:40,223.00,26.03,6.53,28.73,46181.98,6156.82,540.61,0.25,-0.08,1.25,2.39,-1.88,-4.16,38.062595,-121.254158,5831.70
2018-10-25T18:52:41,223.00,26.01,6.53,28.74,46111.29,6167.89,1215.16,0.15,-0.03,0.99,-0.94,-2.69,-4.81,38.062526,-121.254104,5831.70
2018-10-25T18:52:43,223.00,25.99,6.51,28.74,46065.94,6175.73,1763.39,0.09,-0.02,0.82,-1.92,-1.24,-4.83,38.062389,-121.253959,5831.70
2018-10-25T18:52:44,223.00,26.01,6.48,28.71,46008.91,6184.03,1089.46,0.04,-0.00,0.83,1.90,0.00,-4.31,38.062282,-121.253921,5831.70
2018-10-25T18:52:46,223.00,25.97,6.45,28.71,45976.67,6189.12,1109.56,0.14,0.03,1.02,1.09,-3.91,-4.14,38.062107,-121.253822,5831.70
2018-10-25T18:52:47,222.00,25.92,6.36,28.64,45925.38,6197.22,1416.25,0.12,-0.05,0.95,-2.38,-0.81,-4.72,38.062015,-121.253768,5831.70
2018-10-25T18:52:49,222.00,25.90,6.28,28.61,45889.18,6203.26,3175.75,0.14,-0.06,0.93,0.76,0.25,-4.67,38.061828,-121.253631,5831.70
2018-10-25T18:52:50,221.00,25.83,6.19,28.56,45833.61,6211.73,1238.80,0.11,-0.15,0.94,2.19,-0.40,-4.24,38.061721,-121.253547,5831.70
2018-10-25T18:52:52,221.00,25.81,6.13,28.56,45793.99,6218.00,1358.77,0.16,-0.05,0.94,0.37,1.77,-4.15,38.061534,-121.253334,5831.70
2018-10-25T18:52:53,221.00,25.78,6.05,28.52,45746.54,6225.52,2379.08,0.17,-0.01,0.94,-1.63,0.83,-4.59,38.061462,-121.253227,5831.70
2018-10-25T18:52:55,221.00,25.80,6.05,28.55,45718.13,6230.11,3491.18,0.13,-0.01,0.74,-0.52,0.39,-4.79,38.061313,-121.252998,5831.70
2018-10-25T18:52:56,221.00,25.81,6.11,28.54,45674.91,6236.88,1583.91,0.16,-0.08,1.01,1.06,0.17,-4.58,38.061218,-121.252891,5831.70
2018-10-25T18:52:58,221.00,25.81,6.15,28.53,45645.51,6241.34,1103.56,0.11,-0.07,0.89,2.30,-0.83,-4.29,38.061038,-121.252693,5831.70
2018-10-25T18:52:59,221.00,25.77,6.17,28.46,45617.26,6246.04,1266.97,0.14,-0.07,1.07,2.13,-1.23,-4.33,38.060943,-121.252609,5831.70
2018-10-25T18:53:1,221.00,25.74,6.14,28.43,45585.63,6252.23,1092.24,0.14,-0.06,1.01,2.13,-0.01,-4.20,38.060771,-121.252449,5831.70
2018-10-25T18:53:2,220.00,25.69,6.09,28.40,45544.08,6257.67,1066.25,0.13,-0.04,0.93,-1.77,2.01,-3.94,38.060699,-121.252357,5831.70
2018-10-25T18:53:4,220.00,25.66,6.08,28.37,45511.95,6262.78,1558.97,0.10,-0.01,1.13,-2.47,-0.17,-4.62,38.060604,-121.252204,5831.70
2018-10-25T18:53:5,220.00,25.63,6.15,28.37,45460.10,6271.04,2327.76,0.15,-0.04,0.88,-0.34,-1.09,-4.97,38.060527,-121.252143,5831.70
2018-10-25T18:53:7,220.00,25.62,6.18,28.35,45424.98,6277.12,2064.95,0.21,-0.06,0.97,-2.01,-1.14,-4.84,38.060321,-121.252021,5831.70
2018-10-25T18:53:8,220.00,25.60,6.19,28.36,45374.83,6284.64,1397.20,0.11,-0.09,0.93,-2.12,1.46,-4.16,38.060230,-121.251976,5831.70
2018-10-25T18:53:10,220.00,25.60,6.19,28.33,45351.46,6288.95,1122.38,0.09,-0.01,0.93,0.35,1.61,-4.23,38.060100,-121.251914,5831.70
2018-10-25T18:53:11,219.00,25.59,6.25,28.32,45320.73,6293.27,1232.83,0.12,0.00,0.90,1.90,-0.74,-4.43,38.060039,-121.251869,5831.70
2018-10-25T18:53:13,219.00,25.56,6.27,28.26,45297.92,6297.05,1504.24,0.14,-0.02,1.01,2.36,-3.03,-3.93,38.059913,-121.251762,5831.70
2018-10-25T18:53:14,219.00,25.51,6.23,28.24,45261.45,6302.75,937.06,0.14,-0.05,0.98,-0.56,-4.68,-3.98,38.059864,-121.251693,5831.70
2018-10-25T18:53:16,219.00,25.49,6.20,28.23,45238.28,6306.39,1091.44,0.11,-0.05,0.86,-2.22,-3.39,-4.39,38.059768,-121.251533,5831.70
2018-10-25T18:53:17,218.00,25.44,6.20,28.21,45211.90,6310.67,1290.29,0.11,-0.04,1.06,-2.13,-2.88,-4.58,38.059707,-121.251449,5831.70
2018-10-25T18:53:19,218.00,25.43,6.18,28.20,45180.83,6316.02,1134.19,0.11,-0.04,1.00,-1.02,-3.78,-4.46,38.059566,-121.251281,5831.70
2018-10-25T18:53:20,218.00,25.40,6.17,28.17,45136.83,6322.69,966.33,0.12,-0.04,0.85,1.03,-3.52,-4.34,38.059486,-121.251213,5831.70
2018-10-25T18:53:22,218.00,25.39,6.17,28.15,45110.46,6326.92,1182.28,0.15,0.00,1.06,1.02,-3.14,-4.49,38.059310,-121.251121,5831.70
2018-10-25T18:53:23,218.00,25.36,6.17,28.11,45052.82,6336.16,931.28,0.16,-0.01,1.04,0.32,-5.13,-3.60,38.059219,-121.251052,5831.70
2018-10-25T18:53:25,218.00,25.33,6.20,28.11,45005.19,6343.78,905.43,0.14,-0.09,1.01,-2.82,-3.57,-4.11,38.059062,-121.250892,5831.70
2018-10-25T18:53:26,218.00,25.32,6.28,28.12,44940.83,6354.16,3042.60,0.12,-0.07,0.88,0.39,-0.96,-4.90,38.058986,-121.250808,5831.70
2018-10-25T18:53:28,218.00,25.33,6.33,28.13,44892.53,6362.49,1264.90,0.09,0.04,0.85,-0.29,-2.83,-4.78,38.058750,-121.250640,5831.70
2018-10-25T18:53:29,217.00,25.35,6.38,28.09,44853.22,6368.25,1978.27,0.12,-0.11,0.93,-1.09,1.21,-4.49,38.058631,-121.250564,5831.70
2018-10-25T18:53:31,217.00,25.30,6.38,28.04,44821.45,6374.74,908.78,0.08,-0.04,1.01,2.80,-2.27,-3.85,38.058433,-121.250442,5831.70
2018-10-25T18:53:32,217.00,25.25,6.36,28.04,44767.12,6382.13,1022.11,0.13,-0.03,0.98,-2.39,-3.06,-4.46,38.058345,-121.250381,5831.70
2018-10-25T18:53:34,217.00,25.25,6.30,28.05,44730.72,6387.95,1700.99,0.11,-0.07,0.89,-1.74,1.01,-4.50,38.058174,-121.250297,5831.70
2018-10-25T18:53:35,216.00,25.21,6.25,27.99,44687.73,6394.95,1342.85,0.10,-0.04,0.89,-0.15,1.66,-4.27,38.058101,-121.250251,5831.70
2018-10-25T18:53:37,216.00,25.21,6.20,28.00,44666.45,6398.14,1639.62,0.09,-0.00,0.98,-0.50,0.87,-4.63,38.057968,-121.250137,5831.70
2018-10-25T18:53:38,216.00,25.21,6.18,27.98,44633.73,6403.67,3573.59,0.12,-0.05,0.93,-1.38,0.04,-4.82,38.057899,-121.250076,5831.70
2018-10-25T18:53:40,216.00,25.19,6.18,27.95,44598.98,6409.24,1704.11,0.12,-0.07,0.94,-2.68,-1.28,-4.63,38.057739,-121.249984,5831.70
2018-10-25T18:53:41,216.00,25.15,6.17,27.90,44551.16,6417.04,1097.40,0.14,-0.04,0.99,-2.68,-4.21,-3.86,38.057670,-121.249923,5831.70
2018-10-25T18:53:43,216.00,25.12,6.19,27.88,44523.62,6421.80,1034.27,0.13,-0.09,0.91,0.65,-4.20,-4.13,38.057537,-121.249725,5831.70
2018-10-25T18:53:44,216.00,25.10,6.30,27.87,44497.13,6425.79,1021.09,0.14,-0.02,0.96,1.70,0.06,-4.38,38.057468,-121.249656,5831.70
2018-10-25T18:53:46,215.00,25.04,6.37,27.84,44476.64,6429.06,1239.80,0.13,-0.02,1.14,1.05,0.63,-4.48,38.057323,-121.249534,5831.70
2018-10-25T18:53:47,215.00,25.07,6.58,27.82,44431.21,6436.48,1555.69,0.16,-0.04,0.91,1.73,0.23,-4.34,38.057243,-121.249450,5831.70
2018-10-25T18:53:49,215.00,25.04,6.73,27.80,44398.32,6442.23,1841.77,0.16,-0.06,0.95,0.78,-0.27,-4.77,38.057044,-121.249237,5831.70
2018-10-25T18:53:50,215.00,25.01,6.78,27.78,44362.78,6447.60,1316.14,0.11,-0.07,0.92,1.15,0.41,-4.52,38.056934,-121.249153,5831.70
2018-10-25T18:53:52,214.00,24.98,6.80,27.74,44341.62,6451.17,1196.27,0.14,-0.08,1.01,1.41,1.15,-4.16,38.056724,-121.248977,5831.70
2018-10-25T18:53:53,214.00,24.96,6.80,27.73,44312.12,6455.83,1527.64,0.13,-0.05,0.94,-0.44,1.62,-4.32,38.056640,-121.248863,5831.70
2018-10-25T18:53:55,214.00,24.96,6.80,27.71,44295.17,6458.56,3294.92,0.18,0.00,0.98,-0.85,0.52,-4.72,38.056468,-121.248641,5831.70
2018-10-25T18:53:56,214.00,24.94,6.87,27.72,44263.35,6463.77,3731.89,0.14,-0.04,0.87,-1.07,0.49,-4.75,38.056373,-121.248527,5831.70
2018-10-25T18:53:58,214.00,24.96,6.97,27.71,44233.17,6469.72,1491.25,0.14,-0.05,0.99,-0.34,1.90,-4.13,38.056205,-121.248336,5831.70
2018-10-25T18:53:59,214.00,24.93,7.05,27.65,44192.08,6475.38,1133.94,0.17,-0.01,1.03,1.22,0.61,-4.47,38.056144,-121.248245,5831.70
